roll : -3.11715804406, pitch : -0.0532325421858, yaw : -0.365821011218
roll : 2.86268903912, pitch : 0.0176278254451, yaw : -0.427780199664
roll : 2.9138271862, pitch : 0.0118682389136, yaw : -0.421846080207
roll : 2.96339453696, pitch : 0.00383972435439, yaw : -0.416261026601
roll : 3.01348548649, pitch : -0.0178023583703, yaw : -0.416086493675
roll : 3.05834044827, pitch : -0.0588175957922, yaw : -0.417482757077
roll : 3.10371900882, pitch : -0.123569311041, yaw : -0.42027528388
roll : 3.13600759998, pitch : -0.20542525296, yaw : -0.424464074085
roll : -3.1292008159, pitch : -0.292517182634, yaw : -0.426034870412
roll : -3.11122392461, pitch : -0.382052573262, yaw : -0.427431133813
roll : -3.09062903943, pitch : -0.47298422729, yaw : -0.431096325243
roll : -3.07684093834, pitch : -0.539306738866, yaw : -0.433190720345
roll : -3.07457201031, pitch : -0.585034365268, yaw : -0.431619924018
roll : -3.07160495058, pitch : -0.630936524596, yaw : -0.434237917896
roll : -3.06462363358, pitch : -0.660083523104, yaw : -0.435983247148
roll : -3.06218017262, pitch : -0.658861792628, yaw : -0.434936049597
roll : -3.06427456773, pitch : -0.638266907454, yaw : -0.435285115447
roll : -3.07020868718, pitch : -0.604756585816, yaw : -0.435983247148
roll : -3.07230308229, pitch : -0.551873109481, yaw : -0.43301618742
roll : -3.07509560909, pitch : -0.482234472326, yaw : -0.429350995991
roll : -3.08382225535, pitch : -0.400727596258, yaw : -0.42463860701
roll : -3.0876619797, pitch : -0.311541271481, yaw : -0.420798882656
roll : -3.08853464433, pitch : -0.197222205475, yaw : -0.418355421703
roll : -3.09377063209, pitch : -0.0680678408278, yaw : -0.423416876534
roll : -3.1063370027, pitch : 0.0492182849062, yaw : -0.430747259392
roll : -3.11698351114, pitch : 0.142767932813, yaw : -0.434412450821
roll : -3.11471458311, pitch : 0.209963109015, yaw : -0.433539786195
roll : -3.10616246977, pitch : 0.268606171882, yaw : -0.42900193014
roll : -3.10022835032, pitch : 0.335277749308, yaw : -0.42463860701
roll : -3.1028463442, pitch : 0.410152374219, yaw : -0.422195146057
roll : -3.10441714052, pitch : 0.479791011373, yaw : -0.422195146057
roll : -3.10808233195, pitch : 0.525867703626, yaw : -0.422544211908
roll : -3.10686060148, pitch : 0.554840169209, yaw : -0.418529954628
roll : -3.10371900882, pitch : 0.571595330028, yaw : -0.414166631498
roll : -3.10546433807, pitch : 0.574736922682, yaw : -0.414166631498
roll : -3.10825686488, pitch : 0.557109097237, yaw : -0.418704487553
roll : -3.11035125998, pitch : 0.513126800086, yaw : -0.422893277758
roll : -3.11000219413, pitch : 0.429700061841, yaw : -0.426034870412
roll : -3.10040288324, pitch : 0.311541271481, yaw : -0.428303798439
roll : -3.08801104555, pitch : 0.186575697038, yaw : -0.427082067963
roll : -3.0827750578, pitch : 0.0766199541626, yaw : -0.422544211908
roll : -3.07980799807, pitch : -0.0195476876223, yaw : -0.421671547282
roll : -3.07719000419, pitch : -0.105592419746, yaw : -0.425162205786
roll : -3.08504398583, pitch : -0.191113553093, yaw : -0.430223660617
roll : -3.0890582431, pitch : -0.279078147394, yaw : -0.434412450821
roll : -3.08102972855, pitch : -0.370358867273, yaw : -0.435983247148
roll : -3.07335027984, pitch : -0.462861317629, yaw : -0.435983247148
roll : -3.07544467494, pitch : -0.558854426489, yaw : -0.438077642251
roll : -3.07073228596, pitch : -0.650658745143, yaw : -0.438775773951
roll : -3.06113297507, pitch : -0.690452252089, yaw : -0.436855911774
roll : -3.06183110677, pitch : -0.681725605829, yaw : -0.436157780073
roll : -3.06584536405, pitch : -0.659908990179, yaw : -0.436855911774
roll : -3.06654349575, pitch : -0.647168086639, yaw : -0.437554043475
roll : -3.06357643603, pitch : -0.636870644053, yaw : -0.4377285764
roll : -3.06811429208, pitch : -0.60353485534, yaw : -0.434936049597
roll : -3.07404841154, pitch : -0.535117948661, yaw : -0.43336525327
roll : -3.07823720174, pitch : -0.446280689735, yaw : -0.434063384971
roll : -3.07876080052, pitch : -0.346622389446, yaw : -0.432667121569
roll : -3.08155332732, pitch : -0.21415189922, yaw : -0.428478331365
roll : -3.09394516501, pitch : -0.0363028484415, yaw : -0.430223660617
roll : -3.11611084651, pitch : 0.151843644924, yaw : -0.436681378849
roll : -3.12972441468, pitch : 0.304559954473, yaw : -0.440346570278
roll : -3.12466295985, pitch : 0.408756110817, yaw : -0.436681378849
roll : -3.11279472093, pitch : 0.483630735728, yaw : -0.425685804561
roll : -3.10895499658, pitch : 0.556410965536, yaw : -0.413293966872
roll : -3.11803070869, pitch : 0.588525023772, yaw : -0.413119433947
roll : -3.12413936107, pitch : 0.530754625531, yaw : -0.422893277758
roll : -3.11558724774, pitch : 0.422718744833, yaw : -0.422544211908
roll : -3.10005381739, pitch : 0.306305283725, yaw : -0.412421302246
roll : -3.08940730896, pitch : 0.192160750645, yaw : -0.404392787687
roll : -3.08818557848, pitch : 0.0755727566114, yaw : -0.407708913266
roll : -3.08644024923, pitch : -0.00837758040957, yaw : -0.412944901022
roll : -3.08940730896, pitch : -0.0165806278939, yaw : -0.414341164423
roll : -3.09813395522, pitch : 0.00296705972839, yaw : -0.421846080207
roll : -3.10808233195, pitch : 0.00802851455917, yaw : -0.444535360483
roll : -3.11331831971, pitch : -0.0010471975512, yaw : -0.4813618077
roll : -3.12152136719, pitch : -0.013962634016, yaw : -0.52098078172
roll : -3.1271064208, pitch : -0.0216420827247, yaw : -0.55588736676
roll : -3.1264082891, pitch : -0.0319395253115, yaw : -0.594459143229
roll : -3.13216787563, pitch : -0.0466002910282, yaw : -0.641932098884
roll : 3.14071998896, pitch : -0.0567232006898, yaw : -0.687310659435
roll : 3.14159265359, pitch : -0.0626573201466, yaw : -0.724835238353
roll : -3.14037092311, pitch : -0.0652753140246, yaw : -0.75729836244
roll : 3.13932372556, pitch : -0.0593411945678, yaw : -0.773006325708
roll : 3.14106905481, pitch : -0.0495673507566, yaw : -0.773006325708
roll : -3.13722933046, pitch : -0.0509636141582, yaw : -0.762883416047
roll : -3.13670573168, pitch : -0.056025068989, yaw : -0.737401608968
roll : -3.13164427685, pitch : -0.0591666616426, yaw : -0.693593844743
roll : -3.12466295985, pitch : -0.0610865238198, yaw : -0.636172512352
roll : -3.12413936107, pitch : -0.0626573201466, yaw : -0.570548132477
roll : -3.11698351114, pitch : -0.063006385997, yaw : -0.501956692874
roll : -3.10860593073, pitch : -0.0731292956586, yaw : -0.433888852046
roll : -3.10755873318, pitch : -0.0876155284501, yaw : -0.363377550265
roll : -3.09970475154, pitch : -0.0986111027377, yaw : -0.290073721681
roll : -3.09394516501, pitch : -0.105766952671, yaw : -0.215373629696
roll : -3.08923277603, pitch : -0.0945968454581, yaw : -0.138579142608
roll : -3.0862657163, pitch : -0.0759218224618, yaw : -0.0741764932098
roll : -3.0883601114, pitch : -0.0710349005562, yaw : -0.0253072741539
roll : -3.08870917725, pitch : -0.075223690761, yaw : 0.00959931088597
roll : -3.0820769261, pitch : -0.0860447321233, yaw : 0.0265290046303
roll : -3.0841713212, pitch : -0.0945968454581, yaw : 0.0275762021815
roll : -3.0862657163, pitch : -0.0860447321233, yaw : 0.0239110107523
roll : -3.0883601114, pitch : -0.0675442420522, yaw : 0.0151843644924
roll : -3.09289796746, pitch : -0.056025068989, yaw : -0.00872664625997
roll : -3.09429423086, pitch : -0.0530580092606, yaw : -0.0500909495322
roll : -3.09726129059, pitch : -0.0558505360638, yaw : -0.102799892942
roll : -3.10389354175, pitch : -0.057770398241, yaw : -0.161966554585
roll : -3.1070351344, pitch : -0.0610865238198, yaw : -0.228463599086
roll : -3.11017672705, pitch : -0.0644026493986, yaw : -0.300196631343
roll : -3.11384191848, pitch : -0.0680678408278, yaw : -0.378038315982
roll : -3.12239403182, pitch : -0.0731292956586, yaw : -0.456054533546
roll : -3.13251694148, pitch : -0.0787143492649, yaw : -0.531103691382
roll : -3.13880012679, pitch : -0.0837758040957, yaw : -0.603011256564
roll : 3.13583306706, pitch : -0.0846484687217, yaw : -0.668461103514
roll : 3.12309216352, pitch : -0.0804596785169, yaw : -0.716806723794
roll : 3.11663444529, pitch : -0.0788888821901, yaw : -0.745953722302
roll : 3.11872884039, pitch : -0.0856956662729, yaw : -0.761836218496
roll : 3.11820524161, pitch : -0.0961676417849, yaw : -0.767770337952
roll : 3.12291763059, pitch : -0.0972148393361, yaw : -0.762359817271
roll : 3.13094614515, pitch : -0.0970403064109, yaw : -0.752411440535
roll : 3.13478586951, pitch : -0.0956440430093, yaw : -0.738448806519
roll : 3.13792746216, pitch : -0.0911061869541, yaw : -0.715584993318
roll : -3.14019639019, pitch : -0.0849975345721, yaw : -0.67840948025
roll : -3.13146974393, pitch : -0.0799360797413, yaw : -0.627620399017
roll : -3.12553562447, pitch : -0.0698131700798, yaw : -0.561123354516
roll : -3.11558724774, pitch : -0.0600393262686, yaw : -0.487994058858
roll : -3.10546433807, pitch : -0.0556760031386, yaw : -0.40282199136
roll : -3.09865755399, pitch : -0.0616101225954, yaw : -0.311192205631
roll : -3.08748744678, pitch : -0.0748746249106, yaw : -0.230208928338
roll : -3.07963346514, pitch : -0.0883136601509, yaw : -0.156905099754
roll : -3.07457201031, pitch : -0.0940732466825, yaw : -0.0881391272257
roll : -3.06654349575, pitch : -0.0989601685881, yaw : -0.0363028484415
roll : -3.05694418487, pitch : -0.105592419746, yaw : 0.00349065850399
roll : -3.05135913126, pitch : -0.111002940427, yaw : 0.0286233997327
roll : -3.04961380201, pitch : -0.114493598931, yaw : 0.0378736447683
roll : -3.05223179589, pitch : -0.112573736754, yaw : 0.0396189740203
roll : -3.05624605317, pitch : -0.1094321441, yaw : 0.0310668606855
roll : -3.06759069331, pitch : -0.10471975512, yaw : 0.0151843644924
roll : -3.07561920786, pitch : -0.0959931088597, yaw : -0.0101229096616
roll : -3.08504398583, pitch : -0.0916297857297, yaw : -0.0466002910282
roll : -3.09673769181, pitch : -0.0890117918517, yaw : -0.0897099235525
roll : -3.09970475154, pitch : -0.0846484687217, yaw : -0.13962634016
roll : -3.10528980515, pitch : -0.0836012711705, yaw : -0.198094870101
roll : -3.11122392461, pitch : -0.0851720674973, yaw : -0.260926723173
roll : -3.11698351114, pitch : -0.0893608577021, yaw : -0.333183354206
roll : -3.12588469032, pitch : -0.0942477796077, yaw : -0.418180888778
roll : -3.13565853413, pitch : -0.0989601685881, yaw : -0.503003890425
roll : 3.13984732434, pitch : -0.103672557568, yaw : -0.58171823969
roll : 3.13653119876, pitch : -0.110304808726, yaw : -0.652753140246
roll : 3.124313894, pitch : -0.113271868454, yaw : -0.707207412908
roll : 3.11890337331, pitch : -0.111701072128, yaw : -0.745081057676
roll : 3.11384191848, pitch : -0.119031454986, yaw : -0.773355391559
roll : 3.10825686488, pitch : -0.127932634171, yaw : -0.790285085303
roll : 3.1091295295, pitch : -0.128805298797, yaw : -0.79621920476
roll : 3.11471458311, pitch : -0.127758101246, yaw : -0.795172007209
roll : 3.11750710991, pitch : -0.129852496348, yaw : -0.790459618228
roll : 3.12326669644, pitch : -0.134041286553, yaw : -0.785223630472
roll : 3.12745548665, pitch : -0.13526301703, yaw : -0.773878990334
roll : 3.13181880978, pitch : -0.135786615805, yaw : -0.751364242984
roll : 3.14141812066, pitch : -0.132819556077, yaw : -0.71296699944
roll : -3.12832815127, pitch : -0.128456232947, yaw : -0.658338193852
roll : -3.11768164284, pitch : -0.123045712266, yaw : -0.59917153221
roll : -3.10476620637, pitch : -0.121125850088, yaw : -0.540353936417
roll : -3.09726129059, pitch : -0.11780972451, yaw : -0.465828377357
roll : -3.08312412365, pitch : -0.112224670903, yaw : -0.375420322104
roll : -3.0661944299, pitch : -0.115540796482, yaw : -0.283790536374
roll : -3.05973671167, pitch : -0.123743843966, yaw : -0.189891822617
roll : -3.05013740079, pitch : -0.137357412132, yaw : -0.112922802604
roll : -3.04001449112, pitch : -0.153239908325, yaw : -0.053407075111
roll : -3.03687289847, pitch : -0.168773338668, yaw : -0.00680678408278
roll : -3.02779718636, pitch : -0.160395758258, yaw : 0.0165806278939
roll : -3.02570279126, pitch : -0.134041286553, yaw : 0.0268780704807
roll : -3.02762265343, pitch : -0.125838239069, yaw : 0.0219911485751
roll : -3.02971704854, pitch : -0.128107167096, yaw : 0.00383972435439
roll : -3.03303317412, pitch : -0.125663706144, yaw : -0.0226892802759
roll : -3.0412362216, pitch : -0.114493598931, yaw : -0.0598647933434
roll : -3.05013740079, pitch : -0.105941485596, yaw : -0.108384946549
roll : -3.05729325072, pitch : -0.104196156344, yaw : -0.156032435128
roll : -3.06514723235, pitch : -0.103847090494, yaw : -0.189368223841
roll : -3.07003415426, pitch : -0.0989601685881, yaw : -0.222529479629
roll : -3.08731291385, pitch : -0.0989601685881, yaw : -0.252200076913
roll : -3.10336994297, pitch : -0.102276294167, yaw : -0.275063890114
roll : -3.12256856474, pitch : -0.106290551446, yaw : -0.290946386307
roll : -3.13530946828, pitch : -0.103672557568, yaw : -0.301592894745
roll : -3.13496040243, pitch : -0.102450827092, yaw : -0.308748744678
roll : -3.12221949889, pitch : -0.0966912405605, yaw : -0.314333798284
roll : -3.09377063209, pitch : -0.0750491578358, yaw : -0.313635666583
roll : -3.06375096895, pitch : -0.0359537825911, yaw : -0.307352481276
roll : -3.04821753861, pitch : 0.0254818070791, yaw : -0.304036355697
roll : -3.03076424609, pitch : 0.130376095124, yaw : -0.307876080052
roll : -3.00318804391, pitch : 0.257959663445, yaw : -0.315031929985
roll : -2.98521115261, pitch : 0.369311669722, yaw : -0.320093384816
roll : -2.95920574676, pitch : 0.442440965381, yaw : -0.318697121414
roll : -2.91836504226, pitch : 0.459021593275, yaw : -0.31049407393
roll : -2.88555285232, pitch : 0.428827397215, yaw : -0.299323966717
roll : -2.86687782933, pitch : 0.381179908636, yaw : -0.293913446036
roll : -2.87281194878, pitch : 0.343131730942, yaw : -0.294786110662
roll : -2.90108628266, pitch : 0.309795942229, yaw : -0.299673032567
roll : -2.9325022092, pitch : 0.264068315827, yaw : -0.311715804406
roll : -2.97020132104, pitch : 0.197222205475, yaw : -0.326551103048
roll : -3.0148817499, pitch : 0.130550628049, yaw : -0.34540065897
roll : -3.06497269943, pitch : 0.0869173967493, yaw : -0.361283155163
roll : -3.11820524161, pitch : 0.0368264472171, yaw : -0.375420322104
roll : 3.11820524161, pitch : -0.0347320521147, yaw : -0.390953752447
roll : 3.07788813589, pitch : -0.118682389136, yaw : -0.406312649864
roll : 3.04001449112, pitch : -0.197571271326, yaw : -0.414864763199
roll : 3.01610348037, pitch : -0.259704992697, yaw : -0.416959158301
roll : 2.98503661969, pitch : -0.300371164268, yaw : -0.413643032723
roll : 2.96548893206, pitch : -0.316428193387, yaw : -0.412595835171
roll : 2.95623868703, pitch : -0.317300858013, yaw : -0.413992098573
roll : 2.94908283709, pitch : -0.311890337331, yaw : -0.413468499797
roll : 2.95204989682, pitch : -0.310319541005, yaw : -0.412595835171
roll : 2.95798401628, pitch : -0.311715804406, yaw : -0.411374104695
roll : 2.9712485186, pitch : -0.29740410454, yaw : -0.412770368097
roll : 2.99917378663, pitch : -0.25813419637, yaw : -0.416086493675
roll : 3.0384436948, pitch : -0.194953277448, yaw : -0.420449816805
roll : 3.07736453712, pitch : -0.11780972451, yaw : -0.422544211908
roll : 3.11855430746, pitch : -0.0431096325243, yaw : -0.42428954116
roll : -3.11523818188, pitch : 0.0345575191895, yaw : -0.42027528388
roll : -3.06322737018, pitch : 0.12287117934, yaw : -0.409454242518
roll : -3.02413199493, pitch : 0.211882971192, yaw : -0.398982267006
roll : -2.9934142001, pitch : 0.291819050933, yaw : -0.391826417073
roll : -2.95850761506, pitch : 0.368788070946, yaw : -0.383274303738
roll : -2.93843632866, pitch : 0.441044701979, yaw : -0.371231531899
roll : -2.92813888607, pitch : 0.487470460082, yaw : -0.36355208319
roll : -2.92220476661, pitch : 0.47699848457, yaw : -0.366344609994
roll : -2.92063397029, pitch : 0.427082067963, yaw : -0.370533400198
roll : -2.92325196417, pitch : 0.38030724401, yaw : -0.374722190403
roll : -2.93407300553, pitch : 0.353254640604, yaw : -0.380481776935
roll : -2.96444173451, pitch : 0.332485222505, yaw : -0.390081087821
roll : -3.00022098418, pitch : 0.300720230119, yaw : -0.401774793809
roll : -3.03634929969, pitch : 0.24504422698, yaw : -0.414690230274
roll : -3.07736453712, pitch : 0.164410015538, yaw : -0.423591409459
roll : -3.12047416964, pitch : 0.0785398163397, yaw : -0.42900193014
roll : 3.10965312828, pitch : 0.0172787595947, yaw : -0.434936049597
roll : 3.04943926908, pitch : -0.0235619449019, yaw : -0.444709893408
roll : 2.98852727819, pitch : -0.0848230016469, yaw : -0.456054533546
roll : 2.93267674213, pitch : -0.162490153361, yaw : -0.460417856676
roll : 2.90911479722, pitch : -0.201760061531, yaw : -0.457625329873
roll : 2.89393043273, pitch : -0.198269403027, yaw : -0.455530934771
roll : 2.88520378647, pitch : -0.190066355542, yaw : -0.45954519205
roll : 2.88991617545, pitch : -0.18360863731, yaw : -0.462163185928
roll : 2.89864282171, pitch : -0.179943445881, yaw : -0.462686784704
roll : 2.91627064716, pitch : -0.172962128873, yaw : -0.461115988377
roll : 2.94890830417, pitch : -0.14905111812, yaw : -0.459021593275
roll : 2.9761354405, pitch : -0.112748269679, yaw : -0.453960138444
roll : 3.00248991221, pitch : -0.0696386371546, yaw : -0.444011761707
roll : 3.04315608378, pitch : -0.0132645023152, yaw : -0.42865286429
roll : 3.07893533344, pitch : 0.0555014702134, yaw : -0.404741853537
roll : 3.10511527222, pitch : 0.104196156344, yaw : -0.388510291494
roll : 3.12536109155, pitch : 0.112399203828, yaw : -0.38030724401
roll : -3.11384191848, pitch : 0.0912807198793, yaw : -0.365122879517
roll : -3.05799138242, pitch : 0.0446804288511, yaw : -0.346622389446
roll : -3.00615510364, pitch : 0.00383972435439, yaw : -0.3282964323
roll : -2.95623868703, pitch : -0.046425758103, yaw : -0.318348055564
roll : -2.91766691056, pitch : -0.113097335529, yaw : -0.313984732434
roll : -2.87787340361, pitch : -0.176103721526, yaw : -0.312239403182
